naziv;šifra;marka;neto kolièina;jedinica mjere;MPC (EUR);cijena za jedinicu mjere (EUR);MPC za vrijeme posebnog oblika prodaje (EUR);Najniža cijena u posljednjih 30 dana (EUR);sidrena cijena na 2.5.2025. (EUR);barkod;kategorija proizvoda
ÈAJ NATURAVI.JABUKA CIMET 60 g;382361;Naturavita;0,0600;KG;2,19;36,50;;;2,19;3858884092270;Piæa
KAP.BARCAFFE BADEM ÈOKOL.140 g;382362;Barcaffe;0,1400;KG;;25,64;3,59;4,49;3,98;3838471055017;Piæa
ÈOKOL.KINDER HALLOWEEN 150 g;382366;Kinder;0,1500;kg;2,19;14,60;;;1,29;8000500431399;Hrana
ÈOKOLADA KINDER CRISPY 34 g;382370;Kinder;0,0340;kg;1,19;35,00;;;1,09;8000500434123;Hrana
ÈAJ TWININGS ENGLISH.BREA.50 g;382399;Twinings;0,0500;KG;4,19;83,80;;;4,19;0070177077693;Piæa
ÈAJ TWININGS EARL GREY 50 g;382403;Twinings;0,0500;KG;4,49;89,80;;;4,49;0070177077563;Piæa
ÈAJ TWININGS ZELENI S LIM.40 g;382407;Twinings;0,0400;KG;4,69;117,25;;;4,69;0070177173159;Piæa
PISTACIJA SUHOPRŽENA 300 g;382455;;0,3000;kg;5,99;19,97;;;5,99;3872084015358;Hrana
SJEM.BUNDEVE SUHOP.SLANE 500 g;382457;;0,5000;kg;4,49;8,98;;;4,49;3872084015945;Hrana
ŠLJIVA SUHA BEZ KOŠTICA 500 g;382458;Vlastite potrebe;0,5000;kg;3,19;6,38;;;3,19;3872084013514;Hrana
MLIJ.BIJELA ÈOK.DISNEY 0,2 L;382460;Vindija;0,2000;L;0,99;4,95;;;0,99;3850108023046;Hrana
MLIJ.ÈOK.DISNEY BEZ LAKT.0,2 L;382461;Vindija;0,2000;L;0,99;4,95;;;0,99;3850108023039;Hrana
ÈOKOLADNA BOŽIÆNA ÈARAPA 170 g;382485;;0,1700;kg;;35,24;5,99;7,99;9,29;8030769041978;Hrana
ÈOKOL.VREÆICA PAW PATROL 170 g;382489;;0,1700;kg;;26,41;4,49;5,99;6,49;8030769038695;Hrana
VOÆ.SNACK O´PLANT POWER 200 g;382504;O´PLANT;0,2000;kg;1,99;9,95;;;1,99;3856020270575;Hrana
VOÆ.SNACK O´PLANT REFRE.200 g;382505;O´PLANT;0,2000;kg;1,99;9,95;;;1,99;3856020272548;Hrana
VOÆ.SNACK O´PLANT GLOW 200 g;382508;O´PLANT;0,2000;kg;1,99;9,95;;;1,99;3856020270698;Hrana
VOÆ.SNACK O´PLANT RELA.200 g;382509;O´PLANT;0,2000;kg;1,99;9,95;;;1,99;3856020270667;Hrana
VOÆ.SNACK O´PLANT FOCUS 200 g;382511;O´PLANT;0,2000;kg;1,99;9,95;;;1,99;3856020270636;Hrana
VOÆ.SNACK O´PLANT IMUNO 200 g;382512;O´PLANT;0,2000;kg;1,99;9,95;;;1,99;3856020270605;Hrana
ÈAJ AGRISTAR KAMIL.CVIJET 50 g;382527;Agristar;0,0500;KG;2,79;55,80;;;2,79;3858886500971;Piæa
ÈAJ AGRISTA.BIJELI SLIJEZ 50 g;382528;Agristar;0,0500;KG;4,59;91,80;;;4,59;3858886500964;Piæa
ÈAJ AGRISTAR VRBOVICA 50 g;382529;Agristar;0,0500;KG;2,19;43,80;;;2,19;3858886500988;Piæa
KOLAÈ BADEM MALINA 155 g;382531;;0,1550;kg;4,49;28,97;;;4,49;3859893454929;Hrana
DIMCEK CEKIN 500 g;382532;Cekin;0,5000;kg;5,99;11,98;;;5,99;3850159123467;Hrana
AS NIVEA BALSAM SENSIT. 100 ml;382538;Nivea;0,1000;L;7,99;79,90;;;7,49;4005900619228;Kozmetika
AS NIVEA BALSAM  100 ml;382541;Nivea;0,1000;L;7,99;79,90;;;7,49;4005808380800;Kozmetika
ŠAM.AFRODITA CRVENI LUK 950 ml;382563;Afrodita;0,9500;kom;5,49;5,78;;;5,99;3831070662334;Kozmetika
ŠAMP.AFRODITA ÈAJ.RUŽM 950 ml ;382564;Afrodita;0,9500;kom;5,49;5,78;;;5,99;3831070662327;Kozmetika
OME.TESORI THALASSO THE.760 ml;382590;Tesori;0,7600;L;4,49;5,91;;;4,49;8008970055251;Sredstva za èišæenje
OME.TESORI AMMOR.AROMA.760 ml ;382597;Tesori;0,7600;l;4,49;5,91;;;4,49;8008970055206;Sredstva za èišæenje
ZUB.PASTA SENSODYNE JUN. 50 ml;382612;Sensodyne;0,0500;l;3,75;75,00;;;3,55;5054563219251;Kozmetika
ZUB.PASTA SENSODYNE KIDS 50 ml;382614;Sensodyne;0,0500;l;3,75;75,00;;;3,55;5054563219237;Kozmetika
KREMA D OLIVE ZA RU.TJE 250 ml;382626;Dalan;0,2500;L;;7,16;1,79;3,59;3,59;8690529009831;Kozmetika
SAP.DALAN ALOE VERA 90 g;382628;Dalan;0,0900;kg;1,19;13,22;;;1,19;8690529513260;Kozmetika
KETCHUP HEINZ LJUTI 455 g;382638;Heinz;0,4550;kg;;4,37;1,99;2,51;3,59;5900783009564;Hrana
POSEBNA PUREÆ.PILEÆ.SPAR 500 g;382650;SPAR;0,5000;kg;1,89;3,78;;;1,59;3856021228254;Hrana
POSEBNA PUREÆA PILEÆ.SPAR 1 kg;382655;SPAR;1,0000;kg;3,39;3,39;;;2,99;3856021228278;Hrana
LIKER CANNELLA 0,7 L;382690;;0,7000;L;;28,56;19,99;25,02;25,02;3859894092021;Piæa
ŠAMPON REVITAL RUŽMARIN 300 ml;382697;Revitalift;0,3000;L;3,09;10,30;;;3,09;3850177003741;Kozmetika
KREM.ANNYER BRIL.ZA KOS 100 ml;382699;Annyer;0,1000;l;3,99;39,90;;;3,99;3850177007350;Kozmetika
LAK ZA KOSU MODESTA 200 ml;382700;Modesta;0,2000;L;2,89;14,45;;;2,89;3850177003253;Kozmetika
MASKA REVITAL ZA KOSU 250 ml;382706;Revitalift;0,2500;L;4,89;19,56;;;4,89;3850177003475;Kozmetika
GIN H&H KOCBEK VANILLA 0,7 L;382724;;0,7000;L;19,99;28,56;;;30,02;3830082060244;Piæa
GIN H&H KOCBEK LONDON D. 0,7 L;382725;;0,7000;L;29,99;42,84;;;40,02;3830082060084;Piæa
PIVO KROMBACHER 5X0,5 L+ÈAŠA;382733;;2,5000;L;6,99;2,80;;;6,64;4008287958201;Piæa
PIZZA MARGHERITA SCHÄR 300 g;382751;Schar;0,3000;kg;4,79;15,97;;;4,79;8008698026090;Hrana
PIZZA SALAME SCHÄR 330 g;382752;Schar;0,3300;kg;4,79;14,52;;;4,79;8008698026175;Hrana
TIJESTO LISNATO SCHÄR 250 g;382754;Schar;0,2500;kg;4,79;19,16;;;4,79;8008698006931;Hrana
LASAGNE SCHÄR 300 g ;382755;Schar;0,3000;kg;4,79;15,97;;;4,79;8008698006757;Hrana
GUMENI BOMB.NIMM2 XMAS 250 g;382756;;0,2500;KG;;7,96;1,99;2,49;3,39;4014400918816;Hrana
LOSIO.SOLO POS.BRIJANJA 125 ml;382765;Solo;0,1250;L;2,39;19,12;;;2,39;5944568001411;Kozmetika
DEO SPRAY SOLO SPORT 150 ml;382766;Solo;0,1500;L;1,99;13,27;;;1,99;5944568000889;Kozmetika
DEO SPREJ DESIRE LE CHAR.75 ml;382768;Desire;0,0750;L;2,09;27,87;;;2,09;5944568001695;Kozmetika
VODKA BELUGA NOBLE 0,7 L+ÈAŠA;382774;;0,7000;L;39,99;57,13;;;50,02;3890000781019;Piæa
PJENUŠAC EPOHA BRUT 0,75 L;382775;;0,7500;L;14,99;19,99;;;20,02;3850112171733;Piæa
PP VINA BENÈIÆ 3x0,75 L;382776;;2,2500;l;19,99;8,88;;;20,08;3859888105416;Piæa
NAP.PROT.VAN.POLLEO 500 ml;382785;Z Bregov;0,5000;l;2,89;5,78;;;2,89;3850108023770;Hrana
NAP.PROT.ÈOK.POLLEO 500 ml;382786;Z Bregov;0,5000;l;2,89;5,78;;;2,89;3850108023787;Hrana
ÈAJ AHMAD KUGLICA ENG.BRE.25 g;382788;Ahmad;0,0250;KG;3,99;159,60;;;3,99;0054881027472;Piæa
JOG.ACTIMEL JAGODA 4X100 g;382789;Danone;0,4000;kg;2,69;6,73;;;2,49;5997536303703;Hrana
ÈAJ AHMAD KUGLICA EARL GR.25 g;382790;Ahmad;0,0250;KG;3,99;159,60;;;3,99;0054881027489;Piæa
ÈAJ AHMAD KUGLICA ENG.TEA 25 g;382791;Ahmad;0,0250;KG;3,99;159,60;;;3,99;0054881027496;Piæa
JOG.ACTIM.BOR-KUP 4X100 g;382792;Danone;0,4000;kg;2,69;6,73;;;2,49;5990031646986;Hrana
JOG.ACTIM.NAR-JAG 4X100 g;382793;Danone;0,4000;kg;2,69;6,73;;;2,49;5990031646962;Hrana
ALUMINIJSKA FOLIJA 3 PACK ;382796;;3,0000;kom;12,99;4,33;;;12,99;5949509000089;Proizvodi za kuæanstvo
DIVLJA SV. ODREZAK BUTA 300 g;382797;;0,3000;kg;5,99;19,97;;;5,99;3830034360873;Hrana
OME.VIOLETA MYSTIC 1,55 L;382825;Violeta;1,5500;L;3,55;2,29;;;3,19;3870128039810;Sredstva za èišæenje
POK.PAKET KNEIPP HERZMO.;382826;;1,0000;kom;6,00;6,00;;;11,99;4008233174310;Kozmetika
POK.PAKET TETES BADEMOMENTE ;382827;;6,0000;kom;5,99;1,00;;;11,99;4008491261647;Kozmetika
POK.PAKET VANDINI HYDRO PHLEGE;382832;;1,0000;kom;7,99;7,99;;;17,99;4003583217267;Kozmetika
DIVLJA SV. ODREZAK LEÐA 300 g;382858;;0,3000;kg;6,79;22,63;;;6,79;3830034364758;Hrana
GEL TUŠ.JENA LEN ARGANO.250 ml;382859;Vlastite potrebe;0,2500;L;2,99;11,96;;;2,99;4260602128366;Kozmetika
GEL TUŠ.JEAN&LEN KOKOS.250 ml;382860;Vlastite potrebe;0,2500;L;2,99;11,96;;;2,99;4260602122715;Kozmetika
VALJUŠCI ZLATO POLJE 400 g;382861;Zlato Polje;0,4000;kg;2,09;5,23;;;2,09;3838700369342;Hrana
GEL TUŠ.JEAN&LEN MANGO .250 ml;382862;Vlastite potrebe;0,2500;L;2,99;11,96;;;2,99;4260602128359;Kozmetika
VALJUŠCI ZLATO POLJE1 kg;382863;Zlato Polje;1,0000;kg;4,99;4,99;;;4,99;3838700369328;Hrana
GEL TUŠ.JEAN&LEN MEN 4U 250 ml;382865;Vlastite potrebe;0,2500;L;2,99;11,96;;;2,99;4260702188710;Kozmetika
KREMA JEAN&LEN ZA RUKE 75 ml;382867;;0,0750;L;3,99;53,20;;;3,99;4260602123026;Kozmetika
KREMA JEAN&LEN ZA RUKE 75 ml;382868;;0,0750;L;3,99;53,20;;;3,99;4260602127918;Kozmetika
REG.JEAN&LEN ZA KOSU 300 ml;382869;;0,3000;L;4,99;16,63;;;4,99;4260602120254;Kozmetika
REG.JEAN&LEN ZA KOSU 300 ml;382870;;0,3000;L;4,99;16,63;;;4,99;4260602128427;Kozmetika
ŠAMP.JEAN&LEN ZA KOSU 300 ml;382872;;0,3000;l;4,99;16,63;;;4,99;4262401735295;Kozmetika
ŠAMP.JEAN&LEN ZA KOSU 300 ml;382873;;0,3000;l;4,99;16,63;;;4,99;4260602128694;Kozmetika
ŠAMP.JEAN&LEN ZA KOSU 300 ml;382875;;0,3000;l;4,99;16,63;;;4,99;4260602128403;Kozmetika
ÈOK.VREÆICA MILKA MIX 130 g;382878;Milka;1,3000;kg;;2,30;2,99;3,49;4,99;7622202045592;Hrana
ÈOK.MILKA BOŽIÆNA KUTIJ.195 g;382883;Milka;0,1950;kg;;25,59;4,99;5,59;7,79;7622202042119;Hrana
ÈOK.SVETI NIKOLA MILKA 90g;382899;Milka;0,0900;kg;;26,56;2,39;2,65;3,59;90122224;Hrana
KOLAÈ  BROWNIE VIŠNJA 300 g;382907;;0,3000;kg;6,99;23,30;;;6,99;3859893454554;Hrana
SOK JABUÈNI 5 L 100 %;382909;;5,0000;L;8,79;1,76;;;7,99;3858893253129;Piæa
KESTEN ŠTAPIÆ LEDO 6x60 ml;382911;Ledo;0,3600;L;4,99;13,86;;;5,99;3850116064178;Hrana
CAPPUCCIN.FRANCK GRIOTTE 144 g;382915;Franck;0,1440;KG;;22,85;3,29;3,89;3,89;3850291055442;Piæa
CAPPUCCIN.FRANCK FONTANA 144 g;382916;Franck;0,1440;KG;;22,85;3,29;3,89;3,89;3850291055466;Piæa
CAPPUCCI.FRANCK BAJADERA 148 g;382917;Franck;0,1480;KG;4,29;28,99;;;4,29;3850291055459;Piæa
Sir Kraljevski 20 mj.zrenje;382920;;1,0000;kg;;9,99;9,99;11,99;11,99;3858890212419;Hrana
PAŠTETA GAVRIL.JUN.PILE.100 g;382930;Gavrilovic;0,1000;kg;1,29;12,90;;;1,39;3858892726426;Hrana
PAŠTETA GAVR.JUN.TUNA 100 g;382933;Gavrilovic;0,1000;kg;1,85;18,50;;;1,99;3858892726440;Hrana
PAŠTETA SPAR JETRENA 100 g;382935;Gavrilovic;0,1000;kg;0,95;9,50;;;0,95;3856021225208;Hrana
TUNA RIO MARE FILODOLIO 4X65 g;382938;Rio Mare;0,2600;kg;7,69;29,58;;;7,69;8004030104006;Hrana
TUNA RIO MARE LIMUN PAP.3X65 g;382941;Rio Mare;0,1950;kg;3,99;20,46;;;5,89;8004030271418;Hrana
KOMPOT PODR.VOÆNI KOKTEL 820 g;382945;Podravka;0,4700;kg;4,09;8,70;;;4,29;3856020271848;Hrana
KOBASA VITAKRAFT ZA PSA 1 kg;382947;Vitakraft;1,0000;kg;3,99;3,99;;;3,59;4008239230201;Proizvodi za kuæanstvo
NAPITAK ZA MAÈKE VITAK.5X30 g;382948;Vitakraft;0,1500;kg;2,99;19,93;;;2,99;4008239579997;Proizvodi za kuæanstvo
VOÆ.PIRE HOLLE BAN.JAB.100 g;382949;Holle;0,1000;kg;1,39;13,90;;;1,29;7640161877214;Hrana
VOÆ.PIRE HOLLE MAR.BAN.100 g;382950;Holle;0,1000;kg;1,39;13,90;;;1,29;7640161877085;Hrana
VOÆ.PIRE HOLLE JAB.JAG.100 g;382952;Holle;0,1000;kg;1,39;13,90;;;1,29;7640161877009;Hrana
VOÆ.PIRE HOLLE BAN.KRU.100 g;382953;Holle;0,1000;kg;1,39;13,90;;;1,29;7640161877238;Hrana
VOÆ.PIRE HOLLE JAB.MAN.100 g;382954;Holle;0,1000;kg;1,39;13,90;;;1,29;7640161877023;Hrana
VOÆ.PIRE HOLLE MAN.MARAK.100 g;382955;Holle;0,1000;kg;1,39;13,90;;;1,29;7640161877399;Hrana
VOÆ.PIRE HOLLE KRUŠ.BAN.100 g;382956;Holle;0,1000;kg;1,39;13,90;;;1,29;7640161877276;Hrana
ÈAJ TEEKANNE WINTER 71,25 g;382958;Teekanne;0,0713;KG;4,99;69,99;;;4,99;5901086075317;Piæa
ÈAJ TEEKANNE FRUITS 66,25 g;382959;Teekanne;0,0663;KG;4,99;75,26;;;4,99;5901086075324;Piæa
ÈAJ TEEKANNE GINGER 55 g;383013;Teekanne;0,0550;KG;4,99;90,73;;;4,99;5901086073641;Piæa
ÈAJ TEEKANNE THANK YOU 56,25 g;383014;Tekanne;0,0563;KG;4,99;88,63;;;4,99;5901086073658;Piæa
ÈOKOLADA SCHOGETTEN BLON.100 g;383033;Schogetten;0,1000;kg;1,29;12,90;;;1,29;4000415851309;Hrana
SNACK DESPAR VITAL LEÆA 70 g;383034;SPAR Vital;0,0700;kg;2,19;31,29;;;2,19;9100000031941;Hrana
NAPITAK NATUR PUR ZOB 0,5 L;383039;SPAR Natur*pur;0,5000;l;1,19;2,38;;;1,09;9100000020211;Piæa
ÈOKOLADA SCHOGETTEN BLON.100 g;383040;Schogetten;0,1000;kg;1,29;12,90;;;1,29;4000415850906;Hrana
BOŽ.KEKSI ZA PSE WANPY 100 g ;383051;;0,1000;kg;2,99;29,90;;;1,99;6927749860204;Proizvodi za kuæanstvo
BOŽIÆNI KALENDAR WANPY 100 g ;383055;;0,1000;kg;6,49;64,90;;;3,99;6927749813088;Proizvodi za kuæanstvo
FALAFEL KUG.ORIJENT SANA 350 g;383057;Sana;0,3500;kg;5,99;17,11;;;5,39;3858892321744;Hrana
ROLL ON BOROTALCO INV.PI 50 ml;383077;Borotalco;0,0500;L;3,99;79,80;;;3,50;80937531;Kozmetika
DEO SPR.BOROTALCO INVISI150 ml;383078;Borotalco;0,1500;L;3,99;26,60;;;3,50;8002410046298;Kozmetika
GIN OLD TOWER PINK 0,7 L+ ÈAŠA;383081;;0,7000;L;;17,13;11,99;16,02;16,02;8586019222678;Piæa
ŠAMPON PANTENE T&S 400 ml;383175;Pantene;0,4000;l;4,99;12,48;;;5,59;8006540476758;Kozmetika
REGENERATOR PANTENE T&S 275 ml;383177;Pantene;0,2750;l;5,29;19,24;;;5,59;8700216508896;Kozmetika
ŠAMPON PANTENE R&P 3U1 325 ml;383181;Pantene;0,3250;l;5,29;16,28;;;5,59;8700216567084;Kozmetika
REG.PANTENE COLOR PR.275 ml;383187;Pantene;0,2750;l;5,29;19,24;;;5,59;8700216508933;Kozmetika
REGENERATOR PANTENE R&P 275 ml;383188;Pantene;0,2750;l;5,29;19,24;;;5,59;8700216422338;Kozmetika
ŠAMPON PANTENE COLOR 325 ml;383190;Pantene;0,3250;l;5,29;16,28;;;5,59;8700216567152;Kozmetika
REG.PANTENE AQUALIGHT 275 ml;383193;Pantene;0,2750;kom;5,29;19,24;;;5,59;8700216509015;Kozmetika
MASKA PANTENE R&P 220 ml;383196;Pantene;0,2200;l;4,59;20,86;;;4,99;8700216500616;Kozmetika
REG.PANTENE INFINITE 275 ml;383198;Pantene;0,2750;l;5,29;19,24;;;5,59;8700216508957;Kozmetika
MASKA PANTENE INFINITE 220 ml;383199;Pantene;0,2200;l;4,59;20,86;;;4,99;8700216545716;Kozmetika
BRIT.WILKINSON EXTRA 2 10+5;383218;Wilkinson;15,0000;kom;8,99;0,60;;;8,99;4027800348503;Kozmetika
DET.DUEL JORGOVAN 2,7 kg;383234;Duel;2,7000;KG;8,99;3,33;;;8,99;8606013178921;Sredstva za èišæenje
DET.DUEL SOFT LOTUS 2,7 kg;383239;Duel;2,7000;KG;8,99;3,33;;;8,99;8606013178969;Sredstva za èišæenje
TAMNA ÈOKOLADA CACHET100 g;383255;Cachet;0,1000;kg;3,99;39,90;;;3,99;5412956214526;Hrana
TAMNA ÈOKOLADA CACHET 100 g;383256;Cachet;0,1000;kg;3,99;39,90;;;3,99;5412956214243;Hrana
MEKSIÈKI MIX S-BUDGET 750 g;383276;S-Budget;0,7500;kg;3,49;4,65;;;2,96;9100000003276;Hrana
SIR KOC.U ZAÈ BILJ.SPAR 300 g ;383286;SPAR Qualitätsmarke;0,3000;kg;;8,30;2,49;3,19;3,19;9100000027791;Hrana
SIR KOC.ÈILI PAPR.SPAR 300 g ;383287;SPAR Qualitätsmarke;0,3000;kg;;8,30;2,49;3,19;3,19;9100000027814;Hrana
KRUH HRSKAVI VEGANES 125 g;383288;SPAR Veggie;0,1250;kg;1,09;8,72;;;1,14;9100000441405;Hrana
ÈAJ SPAR ZIMSKA BAJKA 60 g;383300;SPAR;0,0600;KG;1,69;28,17;;;1,39;9100000125046;Piæa
ÈAJ SPAR ZIMSKI 60 g;383301;SPAR;0,0600;KG;1,39;23,17;;;1,39;9100100004050;Piæa
ÈAJ SPAR JAB.CIMET VANILI.60 g;383302;SPAR;0,0600;KG;1,69;28,17;;;1,39;9100100501115;Piæa
LIKER BAJADERA 0,7 L VAP;383305;Badel 1862;0,7000;L;24,99;35,70;;;24,99;3850112112538;Piæa
LIKER BAJADERA 0,7 L;383308;Badel 1862;0,7000;L;20,02;28,60;;;20,02;3850112112453;Piæa
ŠTAPIÆI SEZAM 230 g;383309;;0,2300;kg;2,99;13,00;;;2,99;3859889360333;Hrana
TORTA SPAR MALINA  900 g;383315;SPAR marka kvalitete;0,9000;kg;14,79;16,43;;;14,79;3856021228216;Hrana
KOLAÈ VITAL CACAO 135 g;383332;SPAR Vital;0,1350;kg;2,79;20,67;;;2,79;3856021227264;Hrana
KOLAÈ VITAL GREEN 135 g;383336;SPAR Vital;0,1350;kg;2,79;20,67;;;2,79;3856021226922;Hrana
OSLIÆ FILET PAN.MSC SPAR 400 g;383341;SPAR;0,4000;kg;4,99;12,48;;;4,49;3856021227608;Hrana
GIN FIRST LADY 0,7 L;383342;;0,7000;L;15,02;21,46;;;15,02;3859893685316;Piæa
PLOÈICA VITAL KIKIR.MED 47 g;383343;SPAR Vital;0,0470;kg;2,19;46,60;;;1,59;3856021227363;Hrana
GIN GALACTICOS 0,7 L;383344;;0,7000;L;12,02;17,17;;;12,02;3859893685309;Piæa
PLOÈ.VIT.KIKIR.KAKAO DAT.47 g;383345;SPAR Vital;0,0470;kg;2,19;46,60;;;1,59;3856021227387;Hrana
SOK NAR.RAUCH 50% PULPA 0,2 L;383347;;0,2000;l;1,09;5,45;;;1,09;90020025;Piæa
VINO BLATO PLAVAC 1L;383351;Blato 1902;1,0000;L;5,49;5,49;;;6,69;3859888154131;Piæa
SAKE AKASHI TAI SHIRAUME 0,5 L;383352;;0,5000;L;29,99;59,98;;;40,02;4970860797005;Piæa
WHISKEY HATOZAKI 0,7 L;383355;;0,7000;L;49,99;71,41;;;47,49;4970860800002;Piæa
ANANAS - AVIONSKI kom;383356;;1,0000;kom;11,49;11,49;;;11,49;5050372130053;Hrana
VINO DE STEF.VENEZIA.DOC 0,75L;383357;;0,7500;L;18,02;24,03;;;16,99;8033389834623;Piæa
VINO DE STEF.PINOT GRIG. 0,75L;383363;;0,7500;L;18,02;24,03;;;16,99;8033389834203;Piæa
VINO BRUNELLO DI MONTA. 0,75 L;383365;;0,7500;L;34,99;46,65;;;42,59;8053610700008;Piæa
VINO ROYAL H.CAB.SAUVIG. 0,75L;383366;;0,7500;L;6,02;8,03;;;5,59;3859893869068;Piæa
VINO VERANDA CAERNET FRANC 1L;383367;;1,0000;L;5,52;5,52;;;5,19;3859893869327;Piæa
SRE.SPLENDID ODRŽAVANJE 250 ml;383368;Splendid;0,2500;L;1,99;7,96;;;1,99;9100000029856;Sredstva za èišæenje
GYOZA PILE.I POVR.BIBIGO 600 g;383399;;0,6000;kg;11,99;19,98;;;11,99;4016337912417;Hrana
MIX ORAŠASTOG VOÆA I ÈOKO.75 g;383412;;0,0750;kg;;19,07;1,43;1,69;1,69;8606015855523;Hrana
MIX ORAŠASTOG VOÆA I KAR.75 g;383413;;0,0750;kg;;19,07;1,43;1,69;1,69;8606015855509;Hrana
LIKER BAILEYS CHOCOLATE 0,5 L;383463;Baileys;0,5000;L;22,59;45,18;;;23,79;5011013941254;Piæa
ÈOKOLADA U PRAHU KRAŠ 100 g;383465;Kraš;0,1000;KG;2,99;29,90;;;2,99;3850102006670;Piæa
SPAR VREÆA ZA SMEÆE 20L,15/1 ;383471;SPAR marka kvalitete;15,0000;kom;2,19;0,15;;;2,19;9100000032283;Proizvodi za kuæanstvo
SPAR VREÆA ZA SMEÆE 35L,10/1 ;383473;SPAR marka kvalitete;10,0000;kom;2,49;0,25;;;2,49;9100000032290;Proizvodi za kuæanstvo
MUSLI NATUR PUR VOÆNI 500 g;383474;Natur pur;0,5000;kg;3,99;7,98;;;3,99;9100000028293;Hrana
SPAR VREÆA ZA SMEÆE 60L,10/1 ;383475;SPAR marka kvalitete;10,0000;kom;2,89;0,29;;;2,89;9100000032306;Proizvodi za kuæanstvo
PATRONE GILLETTE FUSION 12/1;383489;Gillette;12,0000;kom;;2,08;24,99;29,99;38,99;8700216832502;Kozmetika
PILEÆI BATAK ZABATAK BEZ KOSTI;383492;Cekin;1,0000;kg;7,69;7,69;;;7,69;3850159113567;Hrana
SERUM ZIAJA ULJE ZA KOSU 50 ml;383494;Ziaja;0,0500;l;5,59;111,80;;;5,59;5901887042013;Kozmetika
ŠAMPON ZIAJA ZA KOSU AR 300 ml;383497;Ziaja;0,3000;L;4,49;14,97;;;4,49;5901887042006;Kozmetika
DET.DASH ALPEN FRISCHE 5 L;383502;;5,0000;L;18,99;3,80;;;18,99;4012400502783;Sredstva za èišæenje
GROŽÐICA SUŠENA 500 g;383503;;0,5000;kg;1,69;3,38;;;2,59;3872084013545;Hrana
TURRON PLOÈICE ALMENDRO 200 g;383526;;0,2000;kg;4,49;22,45;;;3,99;8410223873435;Hrana
INST.KAVA NES.3U1 CLASS.15,5 g;383532;Nescafe;0,0155;KG;0,35;22,58;;;0,35;8445291259331;Piæa
ÈAJ PODRAVKA BEAUTY 40 g;383533;Podravka;0,0400;KG;2,99;74,75;;;2,99;3838700379280;Piæa
BU KRPE SPUŽVASTE 5/1,18x20cm;383547;S-BUDGET;5,0000;kom;1,19;0,24;;;1,99;9100000041087;Proizvodi za kuæanstvo
PECIVO ÖLZ MAXI  BURGER 300 g;383548;;0,3000;kg;3,49;11,63;;;3,49;9005300803406;Hrana
ŽITARICE NESTLE TRIX 300 g;383555;Nesquik;0,3000;kg;4,59;15,30;;;4,39;5900020045133;Hrana
MANGO KOMADIÆI SPAR 500 g;383578;SPAR;0,5000;kg;3,29;6,58;;;3,29;9100000033082;Hrana
NAMAZ NUTELLA PLANT BASED 350g;383584;Nutella;0,3500;kg;;13,40;4,69;5,99;5,99;8000500426494;Hrana
BAKALAR 400/600 PREŠANI VAKUM.;383591;;1,0000;kg;57,99;57,99;;;44,99;;Hrana
KROKETI S-BUDGET 750 g;383610;S-Budget;0,7500;kg;2,69;3,59;;;2,69;5999033898096;Hrana
SIR LIVANJSKI TVRDI SPAR 300 g;383615;SPAR;0,3000;kg;5,99;19,97;;;5,99;3856021227448;Hrana
JAGODE S-BUDGET 1 kg;383625;S-Budget;1,0000;kg;3,99;3,99;;;3,99;5999139404603;Hrana
PRALINE TAM.ÈOKO.CAFAREL 150 g;383631;;0,1500;kg;7,99;53,27;;;3,99;8013108007750;Hrana
SIR SA TARTUFIMA PREMIUM 200 g;383635;SPAR PREMIUM;0,2000;kg;;34,95;6,99;7,99;7,99;3856021227486;Hrana
PANCETA DALMAT. MIJUKIÆ 350 g;383636;;0,3500;kg;7,49;21,40;;;4,99;3859894300133;Hrana
SLANINA DOMAÆA MIJUKIÆ 350 g;383638;;0,3500;kg;6,99;19,97;;;6,99;3859894300119;Hrana
DATULJA MEDJOUL 500 g;383654;;0,5000;kg;4,99;9,98;;;4,99;8719689286408;Hrana
PROKULICA S-BUDGET 450 g;383662;S-Budget;0,4500;kg;1,39;3,09;;;1,49;5999033898515;Hrana
SLADILO XUCKER KSILITOL 700 g;383674;;0,7000;kg;14,99;21,41;;;14,99;4260248061720;Hrana
SLADILO XUCKER ERITRITOL 700 g;383675;;0,7000;kg;10,99;15,70;;;10,99;4260248061256;Hrana
MLIJ.ÈOKOLADA XUCKER 80 g;383679;;0,0800;kg;3,49;43,63;;;3,49;4260248064165;Hrana
MLIJ.ÈOKOL.XUCKER LJEŠ.80 g;383680;;0,0800;kg;3,49;43,63;;;3,49;4260248064059;Hrana
MLIJ.ÈOKOL.XUCKER KARAM.80 g;383681;;0,0800;kg;3,49;43,63;;;3,49;4260248064158;Hrana
TAMNA ÈOKOLADA  XUCKER 80 g;383682;;0,0800;kg;3,49;43,63;;;3,49;4260248064172;Hrana
NAMAZ XUCKER NOUGAT 300 g;383683;;0,3000;kg;10,99;36,63;;;10,99;4260248062017;Hrana
VOÆ.NAMAZ XUCKER JAGODA 220 g;383684;;0,2200;kg;5,99;27,23;;;5,99;4260248063892;Hrana
VOÆ.NAMAZ XUCKER MAREL.220 g;383685;;0,2200;kg;5,99;27,23;;;5,99;4260248063878;Hrana
